state,emp_length,term,homeownership,annual_income,verified_income,debt_to_income,total_credit_limit,total_credit_utilized,num_cc_carrying_balance,loan_purpose,loan_amount,grade,interest_rate,public_record_bankrupt,loan_status
PA,10,36,MORTGAGE,175000,Source Verified,14.71,570148,138861,4,other,8500,A,7.35,0,Current
NV,10,60,RENT,108000,Source Verified,0.29,21170,17466,1,other,35000,D,19.03,0,Current
NJ,2,36,MORTGAGE,220000,Source Verified,15.97,779030,118388,4,home_improvement,21000,A,6.72,0,Current
MI,10,36,MORTGAGE,120000,Verified,12.16,143660,16090,0,debt_consolidation,10000,B,11.98,0,Current
CA,10,60,RENT,57000,Source Verified,30.93,74095,46707,9,debt_consolidation,30000,D,19.42,0,Current
IL,5,60,MORTGAGE,50000,Verified,30.82,135038,47739,16,credit_card,15000,C,12.61,0,Current
OH,4,60,MORTGAGE,60000,Verified,38.88,226362,112198,8,debt_consolidation,18000,C,14.07,0,Current
FL,9,60,MORTGAGE,65000,Source Verified,30.66,497272,45043,5,debt_consolidation,27600,C,12.62,0,Current
WI,4,60,RENT,33000,Verified,25.45,65378,26020,3,debt_consolidation,13200,D,19.03,1,Fully Paid
CA,0,36,RENT,47000,Not Verified,23.34,152381,159538,3,moving,1500,C,15.05,0,Current
VA,0,36,RENT,116000,Source Verified,18.95,446850,67790,7,debt_consolidation,13125,B,10.91,0,Current
CA,2,36,MORTGAGE,180000,Source Verified,8.83,511539,30962,7,debt_consolidation,20000,B,9.43,1,Current
CO,2,36,MORTGAGE,55000,Source Verified,11.14,356976,105426,8,major_purchase,3000,C,14.07,1,Current
PA,10,36,RENT,100000,Verified,19.64,60350,52007,7,credit_card,30000,B,10.91,0,Current
NC,2,36,RENT,27872,Source Verified,14.3,15536,11537,4,debt_consolidation,5000,B,11.98,0,Current
MN,0,36,RENT,55000,Not Verified,10.74,37985,26135,1,credit_card,6000,C,16.02,0,Current
OH,5,36,MORTGAGE,50000,Source Verified,10.02,199200,8587,7,other,15000,B,10.41,0,Current
MO,10,36,MORTGAGE,57845,Not Verified,17.97,210350,29685,6,debt_consolidation,20000,A,7.35,0,Current
CT,2,60,RENT,48000,Not Verified,28.08,222538,59076,7,debt_consolidation,18750,G,30.79,0,Current
TX,6,36,RENT,140000,Source Verified,34.01,206586,134951,3,debt_consolidation,35000,B,10.42,0,Current
CA,0,36,RENT,120000,Not Verified,11.33,62284,44436,4,debt_consolidation,28000,C,13.59,1,Current
HI,10,36,RENT,95000,Not Verified,9.46,39456,32538,3,debt_consolidation,31000,B,10.42,0,Current
NY,0,36,MORTGAGE,250000,Source Verified,2.59,803627,17789,1,credit_card,40000,A,5.31,0,Current
CA,2,60,MORTGAGE,58000,Not Verified,13.66,330800,19217,7,debt_consolidation,10000,B,9.93,0,Current
CA,4,36,MORTGAGE,240000,Source Verified,18.93,829970,165652,7,credit_card,40000,B,10.91,0,Current
TX,5,36,RENT,70000,Not Verified,15.59,84893,38737,3,debt_consolidation,8000,A,6.08,0,Current
MD,5,36,RENT,37000,Source Verified,29.16,61710,35170,6,debt_consolidation,8000,B,10.42,0,Current
NY,10,36,RENT,50000,Source Verified,4.32,4600,1899,3,debt_consolidation,4000,B,9.44,0,Current
CA,6,36,MORTGAGE,217000,Source Verified,6.67,833587,44402,2,house,18000,A,6.08,0,Current
PA,6,36,OWN,30000,Source Verified,34.05,43845,28211,5,credit_card,9000,C,13.59,0,Fully Paid
MD,10,60,OWN,140000,Verified,11.68,383408,58222,6,debt_consolidation,20000,C,16.01,0,Current
MI,5,36,MORTGAGE,54000,Not Verified,9.67,26506,11580,5,debt_consolidation,9600,C,13.59,0,Current
GA,3,36,MORTGAGE,100000,Verified,8.12,405111,43073,0,debt_consolidation,25000,A,5.32,0,Current
MO,8,36,RENT,59600,Not Verified,38.26,132718,70614,6,credit_card,9000,A,6.71,0,Current
MD,1,36,RENT,48000,Source Verified,33.28,72254,34008,6,debt_consolidation,10000,A,7.35,1,Current
NY,7,36,MORTGAGE,112000,Not Verified,7.1,618901,31458,1,debt_consolidation,15000,B,10.42,0,Current
CA,3,36,RENT,51000,Source Verified,24.61,105460,106374,4,debt_consolidation,5300,C,12.62,0,Current
IN,3,60,OWN,33000,Verified,21.93,45314,32383,5,debt_consolidation,15000,D,19.03,1,Current
NC,10,60,OWN,50000,Not Verified,33.41,180910,48699,7,debt_consolidation,14000,D,19.03,0,Current
OR,3,36,RENT,105000,Source Verified,7.78,95093,75484,2,other,20000,A,7.34,0,Current
MA,10,36,MORTGAGE,154000,Source Verified,26.17,436376,80997,5,debt_consolidation,35000,A,6.72,0,Current
TX,1,36,RENT,50000,Source Verified,18.34,60021,50714,3,debt_consolidation,9000,B,10.41,0,Current
NJ,5,36,RENT,95000,Verified,19.39,467400,54739,4,other,5000,D,18.06,0,Current
RI,10,36,MORTGAGE,62000,Source Verified,29.42,307044,23115,9,debt_consolidation,15000,C,13.59,0,Current
WA,2,36,RENT,32000,Source Verified,14.72,24200,17169,3,debt_consolidation,17000,D,18.45,0,Current
TX,10,36,RENT,63000,Not Verified,15.52,52600,14978,4,debt_consolidation,4000,A,7.34,0,Current
CA,10,36,OWN,160000,Source Verified,4.36,30552,17345,2,other,35000,C,15.05,0,Current
FL,3,36,RENT,30000,Source Verified,15.36,30805,12687,2,credit_card,16800,D,20.39,0,Fully Paid
HI,2,36,RENT,3120,Not Verified,215.38,36402,22324,3,debt_consolidation,18000,B,10.91,0,Current
TX,0,36,MORTGAGE,53000,Verified,7.7,116456,18150,1,house,13000,A,7.35,0,Current
ME,10,60,MORTGAGE,68000,Verified,25.31,166146,72062,1,house,12000,B,11.99,0,Current
PA,2,36,RENT,77500,Source Verified,29.72,113403,44305,3,other,14000,A,7.34,0,Current
NJ,4,36,RENT,40000,Source Verified,9.93,33300,9851,6,debt_consolidation,4800,C,13.59,0,Current
GA,10,36,MORTGAGE,58000,Source Verified,12.44,37100,15382,10,debt_consolidation,10200,C,15.04,0,Fully Paid
MO,10,36,RENT,40000,Verified,32.67,47549,38126,4,debt_consolidation,18000,D,17.09,0,Current
FL,2,36,MORTGAGE,75000,Source Verified,4.88,181756,7443,4,debt_consolidation,4000,B,9.92,1,Current
CA,1,36,RENT,300000,Source Verified,10.78,134757,66766,2,debt_consolidation,28000,A,6.71,0,Current
IL,10,60,MORTGAGE,64000,Verified,15.56,159281,36758,6,debt_consolidation,17000,D,17.09,0,Current
NY,2,36,MORTGAGE,80000,Not Verified,9.03,46362,25199,3,credit_card,5000,B,10.42,0,Current
TX,4,36,MORTGAGE,115000,Not Verified,12.91,237660,55743,3,credit_card,10000,B,9.44,0,Current
FL,8,60,MORTGAGE,90000,Not Verified,26.05,334941,49492,1,home_improvement,12000,B,9.44,0,Current
CO,0,60,MORTGAGE,121800,Verified,15.63,491842,55723,5,credit_card,36000,B,9.92,0,Current
MA,10,60,RENT,38000,Source Verified,24.16,72628,40697,3,debt_consolidation,24000,E,26.77,0,Current
CA,0,60,OWN,150000,Verified,26.66,249330,266569,6,credit_card,35000,D,19.03,0,Current
IL,7,36,OWN,45000,Verified,14.51,118100,14517,5,other,14500,C,12.62,0,Current
NC,1,36,MORTGAGE,28000,Source Verified,0,122588,21002,0,other,2500,C,12.61,0,Current
GA,9,36,MORTGAGE,92000,Verified,11.91,545193,48100,5,debt_consolidation,35000,A,6.72,0,Current
CA,10,36,RENT,120000,Not Verified,12.57,81266,38881,7,debt_consolidation,22225,B,9.43,0,Fully Paid
CA,4,36,RENT,75000,Source Verified,11.9,35600,17808,4,major_purchase,35000,C,15.04,0,Current
AL,9,60,MORTGAGE,138000,Not Verified,15.12,397234,113712,6,debt_consolidation,30000,C,12.61,0,Current
UT,8,36,MORTGAGE,70000,Verified,33.55,263379,75796,11,debt_consolidation,36000,B,11.98,0,Current
GA,10,36,MORTGAGE,100000,Not Verified,23.82,327901,151790,7,debt_consolidation,26000,A,7.35,0,Current
TX,6,36,RENT,60198,Verified,30.8,49118,19808,2,moving,3300,D,21.85,0,Current
CA,10,36,MORTGAGE,85000,Verified,6.48,484200,19468,7,debt_consolidation,25000,A,6.08,1,Current
FL,10,36,MORTGAGE,325000,Source Verified,7.24,912840,115532,5,credit_card,20000,B,11.99,0,Current
CA,2,36,RENT,30000,Not Verified,9.08,19906,6317,4,credit_card,3500,A,7.35,0,Current
WA,10,36,MORTGAGE,230000,Not Verified,7.48,430202,31642,8,credit_card,5000,A,7.96,1,Current
MI,0,60,MORTGAGE,110000,Not Verified,12.67,295797,62341,5,debt_consolidation,15000,B,10.42,0,Current
ID,10,36,MORTGAGE,48000,Not Verified,20.13,111200,16252,3,debt_consolidation,10000,A,6.08,0,Current
GA,1,60,OWN,18624,Source Verified,20.49,18964,11001,2,credit_card,10000,B,11.98,0,Current
VA,10,60,MORTGAGE,87000,Not Verified,29.85,263599,92040,6,debt_consolidation,24000,F,28.72,0,Current
FL,5,36,MORTGAGE,41000,Source Verified,12.76,27597,18912,3,home_improvement,10000,D,20,0,Current
NY,1,36,RENT,41072,Not Verified,25.92,61131,46443,2,credit_card,8000,B,9.44,0,Current
MI,4,60,RENT,75000,Not Verified,13.25,169063,121769,6,home_improvement,40000,C,13.59,0,Current
AR,7,60,MORTGAGE,20000,Verified,49.94,277911,42088,5,debt_consolidation,24000,C,12.61,0,Current
NE,10,60,OWN,300000,Verified,27.82,1350311,346119,6,major_purchase,36000,B,9.44,0,Current
FL,5,36,RENT,31000,Source Verified,24.08,45460,25308,4,debt_consolidation,10000,C,16.01,0,Current
WI,9,36,MORTGAGE,44000,Verified,29.68,207507,37428,4,debt_consolidation,8000,D,21.85,1,Current
OR,5,36,MORTGAGE,53000,Verified,36.5,197617,62473,6,debt_consolidation,15000,E,23.88,0,Current
WI,6,60,MORTGAGE,65000,Not Verified,30.96,194050,70601,10,credit_card,25000,C,13.59,0,Current
NY,2,36,RENT,191000,Not Verified,12.75,65617,37974,4,debt_consolidation,28000,B,9.44,0,Current
TX,4,36,MORTGAGE,55000,Not Verified,49.56,153559,100119,3,credit_card,12000,A,7.34,0,Current
MD,10,36,MORTGAGE,60000,Not Verified,14.04,69249,18222,5,home_improvement,10000,B,9.44,1,Current
NY,5,60,OWN,275000,Verified,14.2,1088276,232693,4,debt_consolidation,30000,B,9.44,0,Fully Paid
NV,10,36,MORTGAGE,50000,Source Verified,18.3,176920,17483,4,credit_card,9000,A,5.31,0,Current
NC,8,36,RENT,120000,Source Verified,4.93,101562,64389,1,small_business,7000,B,10.42,0,Current
MO,10,36,MORTGAGE,74106,Not Verified,38.41,225748,70389,3,credit_card,7000,A,6.72,0,Current
TN,10,36,MORTGAGE,68000,Source Verified,18.55,221732,55468,5,renewable_energy,10000,B,9.44,0,Current
NJ,7,36,RENT,40000,Verified,39.93,83617,35334,4,other,5000,B,9.44,0,Current
OK,10,36,MORTGAGE,39000,Not Verified,0,6100,0,0,other,4200,B,9.93,0,Current
NC,8,36,MORTGAGE,71000,Not Verified,28.72,361396,43674,6,debt_consolidation,10500,A,7.96,0,Current
GA,10,36,MORTGAGE,85000,Not Verified,14.82,304615,51172,6,debt_consolidation,10000,A,7.97,0,Fully Paid
WA,10,36,RENT,55000,Not Verified,25.27,69465,54307,2,car,6000,E,23.87,1,Current
NC,1,60,OWN,165000,Not Verified,31.09,667279,201020,7,debt_consolidation,14000,B,9.92,0,Current
NY,3,36,RENT,68000,Source Verified,11.44,77657,77537,5,credit_card,4800,D,20.39,0,Current
CA,9,36,RENT,46500,Not Verified,18.27,54869,8049,2,debt_consolidation,12000,B,9.43,1,Current
FL,4,60,MORTGAGE,85000,Not Verified,27.08,435719,56020,5,debt_consolidation,20000,A,7.35,0,Current
AZ,10,60,OWN,20000,Verified,27.01,56168,2434,4,debt_consolidation,38000,B,11.98,0,Current
NJ,10,36,MORTGAGE,125000,Source Verified,19.25,387711,55323,7,debt_consolidation,12000,B,9.93,0,Current
FL,10,60,MORTGAGE,83000,Source Verified,11.65,53738,25672,5,debt_consolidation,20000,C,13.59,1,Current
UT,0,36,RENT,22560,Verified,7.93,12300,5683,2,other,5000,D,21.45,0,Late (31-120 days)
TX,10,36,OWN,89000,Not Verified,17.89,295802,49306,10,credit_card,15000,B,10.91,1,Current
NY,7,36,RENT,60000,Source Verified,11.48,48300,28151,5,debt_consolidation,10000,C,14.07,0,Current
CA,10,36,RENT,102000,Not Verified,8.85,59348,14187,5,credit_card,16000,B,9.43,0,Current
FL,8,60,MORTGAGE,33000,Verified,17.2,174900,21684,4,debt_consolidation,32000,C,14.08,0,Current
MD,10,36,MORTGAGE,245000,Not Verified,4.56,632864,32455,2,house,7200,A,5.31,0,Current
CT,10,36,MORTGAGE,80000,Verified,5.52,22425,8390,4,home_improvement,30000,C,12.62,0,Current
MI,5,60,MORTGAGE,60000,Source Verified,18.04,319089,64907,3,credit_card,28000,B,9.44,0,Current
WV,10,36,OWN,57000,Verified,35.5,71500,32316,10,credit_card,11600,E,23.88,0,Current
CT,10,36,MORTGAGE,389000,Verified,9.78,619231,113940,6,credit_card,40000,A,6.07,0,Current
TX,3,60,RENT,94000,Source Verified,11.13,242237,217793,2,small_business,20000,C,14.08,0,Current
NJ,9,36,MORTGAGE,68000,Verified,14.31,30796,20073,3,debt_consolidation,9000,C,14.08,1,Current
CA,3,36,RENT,55000,Not Verified,17.59,42675,15321,6,credit_card,15000,A,7.35,0,Current
KS,10,36,MORTGAGE,98460,Source Verified,14.72,95228,44756,11,debt_consolidation,20000,A,6.07,0,Current
OH,10,60,MORTGAGE,122000,Verified,15.32,113837,45337,1,debt_consolidation,40000,B,9.44,0,Current
CA,4,60,RENT,110500,Not Verified,21.99,107340,65368,9,debt_consolidation,40000,C,12.62,0,Current
NY,6,36,MORTGAGE,75000,Not Verified,19.34,397022,30974,21,other,2100,B,10.42,0,Current
MA,1,36,RENT,150000,Source Verified,9.32,106911,41827,10,debt_consolidation,20000,B,9.44,0,Current
IL,5,36,MORTGAGE,180000,Source Verified,38.7,1045915,559079,4,home_improvement,11000,B,11.98,0,Current
CA,5,36,RENT,40000,Source Verified,40.38,85581,35430,4,medical,8000,A,6.07,0,Current
WI,10,60,RENT,125000,Not Verified,21.99,190647,117691,14,debt_consolidation,35000,C,14.08,0,Current
NE,5,36,MORTGAGE,40000,Verified,30.09,114438,19895,7,debt_consolidation,10000,B,10.91,0,Current
GA,10,36,MORTGAGE,60000,Not Verified,10.4,13245,9552,4,debt_consolidation,8000,C,14.07,0,Current
IL,10,36,MORTGAGE,92000,Verified,16.15,193400,40944,19,debt_consolidation,35000,A,6.72,0,Current
VA,3,60,MORTGAGE,67600,Not Verified,17.04,48993,39908,3,home_improvement,35000,C,12.62,0,Current
SC,2,36,MORTGAGE,62000,Not Verified,18.56,232047,17000,2,debt_consolidation,25000,A,6.72,0,Current
TN,1,36,MORTGAGE,55000,Not Verified,19.05,146926,35053,5,credit_card,9000,A,6.08,0,Current
FL,3,36,MORTGAGE,115000,Verified,28.56,200790,155197,6,debt_consolidation,12800,D,19.03,0,Current
CA,0,36,RENT,85000,Not Verified,31.05,805515,873713,11,debt_consolidation,20000,C,16.02,0,Current
CA,3,60,RENT,13050,Not Verified,49.4,43333,17404,4,credit_card,17000,D,20,0,Current
MS,6,36,RENT,51000,Verified,13.79,23500,13115,3,debt_consolidation,17000,D,20,0,Current
FL,4,36,RENT,135000,Source Verified,21.82,131176,115380,3,debt_consolidation,12800,D,21.85,0,Current
CT,10,36,RENT,80000,Source Verified,0.38,27200,1416,1,car,9600,A,6.08,0,Current
CA,2,36,MORTGAGE,120000,Source Verified,4.9,36459,42638,1,credit_card,20000,B,9.93,0,Current
NY,2,36,MORTGAGE,150000,Source Verified,2,408100,8758,4,debt_consolidation,25000,A,7.96,0,Current
OH,4,36,RENT,72000,Source Verified,27.05,78948,43448,4,credit_card,12000,B,9.93,0,Current
NY,10,36,RENT,105000,Source Verified,1.85,32700,2679,4,debt_consolidation,15000,A,7.34,0,Current
WA,1,36,RENT,60000,Source Verified,40.1,143439,95771,5,other,5000,A,5.31,0,Current
WA,7,36,RENT,95000,Not Verified,10.61,20100,11286,4,debt_consolidation,18000,C,16.01,0,Current
MN,1,60,MORTGAGE,332000,Not Verified,1.24,42900,25086,4,other,10000,C,14.08,0,Current
IL,4,36,RENT,42000,Verified,11.43,13800,8120,2,debt_consolidation,8000,C,15.04,1,Current
GA,4,36,RENT,24000,Verified,26.7,30800,15802,7,debt_consolidation,15000,C,16.02,0,Current
IL,1,36,MORTGAGE,88000,Source Verified,8.77,243109,40300,2,credit_card,18000,A,7.97,0,Current
VA,10,36,RENT,53000,Verified,0.64,79800,941,1,debt_consolidation,3000,A,7.97,0,Current
NE,10,36,MORTGAGE,375000,Verified,19.25,619318,191738,11,debt_consolidation,30000,A,6.72,0,Current
NC,2,60,RENT,76000,Not Verified,23.57,109479,58102,5,car,10500,C,12.62,0,In Grace Period
IN,10,36,MORTGAGE,103500,Verified,22.06,295149,122524,13,credit_card,10700,E,23.87,0,Current
NH,10,36,OWN,32000,Source Verified,35,62010,32306,8,home_improvement,7000,B,9.44,1,Current
TX,1,60,RENT,100000,Not Verified,15.92,90368,45180,12,credit_card,25000,B,10.91,0,Current
AR,6,60,MORTGAGE,49583,Verified,16.44,36350,23241,3,home_improvement,30000,E,24.84,0,Current
CA,1,36,RENT,32000,Not Verified,48.2,80993,52728,6,debt_consolidation,12000,B,10.41,0,Current
NJ,9,36,OWN,100000,Source Verified,2.83,266893,8994,3,car,6000,A,7.35,0,Current
UT,1,36,MORTGAGE,120000,Source Verified,13.23,483410,53066,2,home_improvement,8000,B,10.41,0,Current
NY,10,60,OWN,49000,Verified,7.94,10100,9353,5,home_improvement,22000,D,18.45,0,Current
NY,3,36,RENT,190000,Source Verified,7.47,110600,34419,4,other,25000,B,11.99,0,Current
NV,10,60,MORTGAGE,70000,Not Verified,11.18,196499,29963,0,home_improvement,20000,B,9.92,0,Fully Paid
CO,1,36,RENT,70000,Source Verified,10.94,71138,18689,5,debt_consolidation,15600,B,10.42,0,Current
CA,10,36,MORTGAGE,65000,Source Verified,19.63,50238,30437,9,credit_card,30000,C,16.01,0,Current
SC,2,60,MORTGAGE,58000,Verified,14.84,203874,28090,5,debt_consolidation,14000,F,28.72,0,Current
VT,9,36,MORTGAGE,114416,Source Verified,3.3,605065,13185,3,debt_consolidation,16000,A,5.32,0,Fully Paid
CO,3,60,RENT,93500,Source Verified,20.89,75891,22173,4,debt_consolidation,20000,C,14.07,0,Current
MD,0,36,RENT,75000,Source Verified,10.61,37850,17263,3,debt_consolidation,2800,A,7.97,0,Current
MA,7,36,MORTGAGE,88000,Source Verified,15.07,552650,31683,13,debt_consolidation,15000,A,5.32,0,Current
VA,2,36,RENT,65000,Source Verified,23.69,56144,43792,6,debt_consolidation,25000,D,20.39,0,Current
NY,2,36,RENT,58000,Not Verified,17.67,45757,32160,1,major_purchase,14000,B,10.41,0,Current
SD,10,36,OWN,75000,Not Verified,22.85,128961,84281,4,small_business,15000,B,9.44,0,Current
TX,10,36,RENT,77000,Not Verified,20.14,47456,44103,4,credit_card,15000,B,10.42,0,Current
IL,8,36,OWN,65000,Not Verified,8.42,180953,21123,5,credit_card,20000,A,6.72,0,Current
PA,4,60,MORTGAGE,101576,Source Verified,4.27,30752,17523,4,major_purchase,25000,C,13.59,0,Current
WI,10,60,MORTGAGE,37780,Source Verified,37.99,171153,72643,2,other,10000,D,20.39,0,Current
GA,9,36,MORTGAGE,83000,Source Verified,9.98,203527,25594,6,other,5000,B,10.41,1,Current
WA,0,36,RENT,65000,Not Verified,13.18,56400,20225,5,credit_card,10000,C,12.61,0,Current
NY,0,36,RENT,45000,Source Verified,25.12,47005,35085,9,credit_card,15000,C,16.01,0,Current
CA,8,36,RENT,92000,Not Verified,13.03,56694,30075,5,debt_consolidation,22000,B,10.9,0,Current
IL,10,36,MORTGAGE,110000,Source Verified,18.7,359558,64338,3,debt_consolidation,30000,A,6.72,1,Current
TX,0,36,RENT,37500,Source Verified,21.12,79973,72751,3,debt_consolidation,12975,C,15.05,0,Current
IN,10,60,MORTGAGE,140000,Not Verified,28.12,326391,172538,12,debt_consolidation,28000,B,10.9,0,Current
NY,2,36,MORTGAGE,68000,Source Verified,17.48,190503,47742,6,small_business,12000,D,20,1,Current
NV,10,36,MORTGAGE,34982.21,Verified,16.64,165786,1681,1,other,2000,A,7.35,0,Current
MO,10,36,MORTGAGE,70000,Verified,24.55,206707,42706,4,other,2500,C,14.07,0,Current
CA,10,60,MORTGAGE,60000,Source Verified,6.9,20490,15425,2,credit_card,10125,C,13.59,0,Current
TX,3,36,RENT,26000,Source Verified,26.13,36477,29278,6,debt_consolidation,6300,C,16.01,0,Current
CA,10,36,MORTGAGE,39000,Verified,8.74,246974,8401,1,major_purchase,2500,B,10.42,1,Fully Paid
CA,2,36,RENT,58900,Source Verified,3.11,23417,5677,2,debt_consolidation,10000,A,6.07,0,Current
NY,4,36,RENT,48000,Not Verified,9.6,71792,64456,3,credit_card,3600,B,11.98,0,Current
PA,2,36,MORTGAGE,109000,Not Verified,31.06,443762,297856,10,debt_consolidation,15000,A,5.32,0,Current
SC,10,36,MORTGAGE,35000,Verified,36.04,125949,25192,5,debt_consolidation,10000,E,22.9,0,Current
UT,2,60,MORTGAGE,50000,Not Verified,11.14,257144,10921,1,home_improvement,26000,B,9.92,0,Current
CA,10,36,OWN,65000,Verified,26.31,93899,42607,8,debt_consolidation,20000,A,7.35,0,Current
NC,3,36,MORTGAGE,41442,Verified,34.67,235821,51469,5,debt_consolidation,17425,C,12.62,0,Current
RI,6,36,OWN,95000,Verified,20.15,343210,143323,5,debt_consolidation,8000,D,21.85,0,Current
AZ,1,36,RENT,135000,Not Verified,2.92,23000,14668,1,debt_consolidation,10000,B,9.43,0,Current
NM,10,36,MORTGAGE,29000,Source Verified,16.14,165175,12210,0,debt_consolidation,7700,A,6.08,0,Current
MN,9,60,MORTGAGE,60000,Verified,63.45,600379,120779,7,debt_consolidation,35000,A,6.71,0,Current
CA,7,36,RENT,94000,Not Verified,25.67,95760,48779,2,debt_consolidation,5000,B,9.43,1,Current
WV,0,36,MORTGAGE,80000,Not Verified,16.94,197299,56363,6,debt_consolidation,4500,B,9.44,0,Fully Paid
MA,10,36,MORTGAGE,72000,Verified,5.93,77696,75350,0,debt_consolidation,6500,A,5.31,0,Current
SC,3,36,MORTGAGE,60000,Source Verified,18.42,240113,123983,4,debt_consolidation,26400,B,9.44,0,Current
VA,9,36,MORTGAGE,48391,Verified,22.69,290649,54576,8,small_business,5000,C,15.05,0,Fully Paid
IL,10,60,RENT,75000,Source Verified,18.92,58850,54907,2,debt_consolidation,24000,C,16.02,0,Current
NY,6,36,RENT,55000,Verified,1.09,16000,1959,2,major_purchase,30000,A,7.35,0,Current
NY,8,36,RENT,28865,Source Verified,13.01,64205,57930,5,vacation,2400,C,12.62,0,Current
MN,10,36,MORTGAGE,34000,Not Verified,22.84,36256,17375,2,debt_consolidation,7000,B,9.43,1,Current
IN,10,36,RENT,60800,Source Verified,11.44,22081,12168,8,credit_card,3500,C,12.61,0,Current
CA,10,36,OWN,120000,Source Verified,4.22,169700,10468,5,debt_consolidation,15000,B,9.93,0,Current
CA,10,36,MORTGAGE,55584,Source Verified,26.17,302478,23552,4,debt_consolidation,13775,C,13.59,0,Current
NJ,9,36,RENT,38455,Verified,29.9,74199,47941,5,credit_card,5000,C,13.58,0,Current
NY,3,36,OWN,40000,Not Verified,23.97,61108,53651,3,other,6500,E,22.91,0,Current
NJ,3,36,MORTGAGE,35000,Verified,12.04,150664,6769,7,home_improvement,16825,D,18.45,0,Current
NC,10,60,MORTGAGE,115000,Not Verified,5.19,305989,15636,5,debt_consolidation,20000,C,13.58,0,Current
LA,10,60,RENT,100000,Verified,26.52,138007,82211,11,credit_card,30000,D,19.42,0,Current
NC,10,60,OWN,46000,Not Verified,26.61,118124,27923,9,credit_card,10000,B,9.44,0,Current
PA,9,36,MORTGAGE,225000,Verified,11.39,268023,79615,14,credit_card,30000,A,7.35,0,Current
FL,10,60,MORTGAGE,100000,Not Verified,16.31,498750,64047,2,credit_card,26000,B,10.91,0,Current
CA,3,36,MORTGAGE,70000,Source Verified,24.6,434710,54067,12,debt_consolidation,14000,A,6.72,0,Current
WA,1,36,RENT,58800,Verified,14.43,133176,28613,2,other,1000,C,13.59,0,Fully Paid
NY,0,36,MORTGAGE,70000,Not Verified,3.24,267000,4711,1,debt_consolidation,10000,C,13.59,0,Current
SC,2,36,RENT,150000,Source Verified,9.97,67075,36981,1,other,40000,B,9.92,1,Current
CA,10,60,MORTGAGE,97500,Not Verified,25.81,426332,64048,4,debt_consolidation,35000,C,15.05,1,Fully Paid
OR,10,60,MORTGAGE,44820,Verified,44.34,253919,45526,5,credit_card,18000,D,20,0,Current
NY,3,36,RENT,33280,Source Verified,12.91,14659,10104,3,debt_consolidation,10000,D,17.09,0,Current
CA,5,36,RENT,120000,Source Verified,14.78,118044,73308,6,debt_consolidation,38000,A,6.71,0,Current
DE,10,36,MORTGAGE,87800,Not Verified,32.86,149520,105753,10,debt_consolidation,14000,C,12.61,0,Current
GA,0,36,OWN,40800,Not Verified,19.08,42812,32386,1,debt_consolidation,12000,C,14.08,0,Current
CO,5,60,MORTGAGE,75000,Not Verified,11.19,295876,40396,5,debt_consolidation,13000,B,9.93,0,Current
NC,10,36,MORTGAGE,70000,Not Verified,3.59,140272,2859,3,debt_consolidation,3000,B,9.92,0,Current
NM,0,60,MORTGAGE,22000,Source Verified,30.5,46785,29780,3,debt_consolidation,16000,C,13.59,0,Current
OH,5,36,MORTGAGE,75800,Not Verified,11.86,282203,24266,7,credit_card,4200,A,6.07,0,Current
AZ,10,36,MORTGAGE,60000,Source Verified,19.28,191656,30562,7,credit_card,12000,B,10.91,1,Current
HI,10,60,RENT,50000,Verified,35.84,74001,42045,10,debt_consolidation,15000,C,15.04,0,Current
CA,3,36,RENT,80000,Verified,32.03,136753,99189,2,debt_consolidation,10000,C,12.62,1,Current
NH,3,36,MORTGAGE,61000,Verified,32.74,133756,84551,3,credit_card,35000,C,16.02,0,Current
OH,10,36,MORTGAGE,60000,Not Verified,24.08,53654,32717,4,credit_card,4000,C,15.04,0,Current
DE,3,36,RENT,20000,Verified,23.47,18500,11610,7,debt_consolidation,5000,B,11.98,0,Current
IL,10,36,OWN,130000,Verified,8.65,261095,26645,3,debt_consolidation,40000,A,6.72,0,Current
VA,2,36,RENT,31500,Not Verified,13.78,53379,50937,3,credit_card,4200,B,10.91,0,Current
NY,10,36,MORTGAGE,60000,Not Verified,11.3,184302,9620,3,debt_consolidation,7000,B,10.9,0,Current
CA,10,36,RENT,150000,Not Verified,11.86,142289,54983,6,debt_consolidation,20000,A,7.34,0,Current
AZ,2,36,RENT,42000,Source Verified,19.71,52934,31264,3,car,8500,B,9.92,0,Current
IL,2,60,RENT,63373,Verified,33.67,109743,93534,6,home_improvement,30000,E,24.84,0,Current
WI,1,60,MORTGAGE,35000,Source Verified,24.48,257195,29023,4,home_improvement,30000,A,7.34,0,Current
MN,10,36,MORTGAGE,75000,Not Verified,29.65,271720,93731,2,debt_consolidation,4000,B,10.41,0,Current
NJ,10,36,MORTGAGE,120000,Source Verified,1.4,15800,4392,2,home_improvement,18000,B,9.43,1,Current
IL,1,60,RENT,111275,Not Verified,28.86,307262,121734,5,debt_consolidation,24000,C,15.05,0,Current
TX,10,60,OWN,120000,Source Verified,19.14,416122,83697,6,other,21000,C,12.61,0,Current
CA,9,36,OWN,38400,Source Verified,11.63,97200,18855,10,other,1500,B,9.92,0,Current
MD,0,60,RENT,64000,Verified,34.89,148624,87583,10,other,20000,D,19.42,0,Current
